id,barcode,name,category,guardian_price,cost_price,image_url,description
11,8937043030546,Viên Uống Vitamin C Kirkland Signature 100ml,Health & Wellness,420000,252000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,Tăng cường hệ miễn dịch và dưỡng sáng da từ bên trong. Hàng chính hãng phân phối tại Guardian Việt Nam.
12,8935841438427,Phấn Má Hồng Blush MAC 200ml,Makeup,279000,167000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,Phấn má hồng mang lại đôi má ửng hồng tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam.
13,8933097289626,Nước Súc Miệng Enchanteur 60 viên,Personal Care,158000,95000.0,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=500&auto=format&fit=crop&q=60,"Nước súc miệng diệt khuẩn, bảo vệ nướu vượt trội. Hàng chính hãng phân phối tại Guardian Việt Nam."
14,8930453017428,Lăn Khử Mùi Listerine 60 viên,Personal Care,93000,56000.0,https://images.unsplash.com/photo-1616683693504-3ea7e9ad6fec?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
15,8937086688261,Phấn Má Hồng Blush L'Oreal Paris 150ml,Makeup,247000,148000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,Phấn má hồng mang lại đôi má ửng hồng tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam.
16,8939025039264,Sữa Rửa Mặt CeraVe 30 viên,Skincare,120000,72000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Sữa rửa mặt tạo bọt mịn giúp làm sạch bụi bẩn và bã nhờn. Hàng chính hãng phân phối tại Guardian Việt Nam.
17,8935891135291,Viên Uống Dầu Cá Fish Oil Mega We Care Hộp 10 cái,Health & Wellness,296000,178000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
18,8933407451712,Nước Hoa Hồng Tonic Eucerin Hộp 10 cái,Skincare,244000,146000.0,https://images.unsplash.com/photo-1608248597481-496100c8c836?w=500&auto=format&fit=crop&q=60,Nước cân bằng pH và làm sạch nhẹ nhàng sau khi rửa mặt. Hàng chính hãng phân phối tại Guardian Việt Nam.
19,8932341389990,Miếng Dán Giảm Đau Strepsils 30g,Health & Wellness,57000,34000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Miếng dán giảm nhanh các cơn đau cơ và xương khớp. Hàng chính hãng phân phối tại Guardian Việt Nam.
20,8937383206038,Phấn Phủ Dạng Bột Focallure 60 viên,Makeup,434000,260000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Phấn phủ kiềm dầu hiệu quả, giữ lớp trang điểm lâu trôi. Hàng chính hãng phân phối tại Guardian Việt Nam."
21,8937859321333,Phấn Phủ Dạng Bột Maybelline New York 50ml,Makeup,290000,174000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,"Phấn phủ kiềm dầu hiệu quả, giữ lớp trang điểm lâu trôi. Hàng chính hãng phân phối tại Guardian Việt Nam."
22,8938720506149,Serum Dưỡng Chất La Roche-Posay 60 viên,Skincare,929000,557000.0,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?w=500&auto=format&fit=crop&q=60,Tinh chất dưỡng da chuyên sâu giúp cải thiện các vấn đề về da. Hàng chính hãng phân phối tại Guardian Việt Nam.
23,8933579727981,Viên Uống Sáng Da Collagen DHC 50ml,Health & Wellness,767000,460000.0,https://images.unsplash.com/photo-1550572017-edd951b55104?w=500&auto=format&fit=crop&q=60,Bổ sung collagen giúp chống lão hóa và săn chắc da. Hàng chính hãng phân phối tại Guardian Việt Nam.
24,8938350583008,Viên Uống Dầu Cá Fish Oil Salonpas 50ml,Health & Wellness,511000,307000.0,https://images.unsplash.com/photo-1611926653458-09294b3142bf?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
25,8930145089931,Miếng Dán Giảm Đau DHC 100g,Health & Wellness,64000,38000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Miếng dán giảm nhanh các cơn đau cơ và xương khớp. Hàng chính hãng phân phối tại Guardian Việt Nam.
26,8939684608108,Kem Đánh Răng Sensodyne 60 viên,Personal Care,80000,48000.0,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=500&auto=format&fit=crop&q=60,Kem đánh răng giúp răng trắng sáng và hơi thở thơm mát. Hàng chính hãng phân phối tại Guardian Việt Nam.
27,8936650618093,Miếng Dán Giảm Đau Salonpas 120 viên,Health & Wellness,28000,17000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Miếng dán giảm nhanh các cơn đau cơ và xương khớp. Hàng chính hãng phân phối tại Guardian Việt Nam.
28,8935184498928,Viên Uống Dầu Cá Fish Oil Blackmores 120 viên,Health & Wellness,645000,387000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
29,8930260127969,Kẹo Ngậm Đau Họng Strepsils 60 viên,Health & Wellness,21000,13000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,"Làm dịu cổ họng, giảm ho và ngứa rát tức thì. Hàng chính hãng phân phối tại Guardian Việt Nam."
30,8939552763656,Sữa Tắm Dưỡng Ẩm Head & Shoulders 100g,Personal Care,166000,100000.0,https://images.unsplash.com/photo-1540555700478-4be289fbecef?w=500&auto=format&fit=crop&q=60,Sữa tắm làm sạch cơ thể và bổ sung dưỡng chất dưỡng ẩm. Hàng chính hãng phân phối tại Guardian Việt Nam.
31,8930853686637,Kẹo Ngậm Đau Họng Panadol 200ml,Health & Wellness,26000,16000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,"Làm dịu cổ họng, giảm ho và ngứa rát tức thì. Hàng chính hãng phân phối tại Guardian Việt Nam."
32,8935935186388,Viên Uống Dầu Cá Fish Oil Kirkland Signature 60 viên,Health & Wellness,772000,463000.0,https://images.unsplash.com/photo-1611926653458-09294b3142bf?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
33,8936799813649,Son Kem Lì Black Rouge 120 viên,Makeup,327000,196000.0,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
34,8939832482628,Phấn Má Hồng Blush Romand 150ml,Makeup,203000,122000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,Phấn má hồng mang lại đôi má ửng hồng tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam.
35,8939830220505,Kem Dưỡng Ẩm Anessa 500ml,Skincare,302000,181000.0,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=500&auto=format&fit=crop&q=60,Kem dưỡng ẩm cung cấp độ ẩm cần thiết giúp da luôn mịn màng. Hàng chính hãng phân phối tại Guardian Việt Nam.
36,8933578452181,Kem Dưỡng Ẩm Some By Mi 150ml,Skincare,289000,173000.0,https://images.unsplash.com/photo-1608248597481-496100c8c836?w=500&auto=format&fit=crop&q=60,Kem dưỡng ẩm cung cấp độ ẩm cần thiết giúp da luôn mịn màng. Hàng chính hãng phân phối tại Guardian Việt Nam.
37,8936997335493,Kẻ Mắt Nước Eyeliner Focallure 500ml,Makeup,298000,179000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Bút kẻ mắt nước sắc mảnh, dễ vẽ cho đôi mắt cuốn hút. Hàng chính hãng phân phối tại Guardian Việt Nam."
38,8937663723958,Kem Dưỡng Ẩm Bioderma 150ml,Skincare,207000,124000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Kem dưỡng ẩm cung cấp độ ẩm cần thiết giúp da luôn mịn màng. Hàng chính hãng phân phối tại Guardian Việt Nam.
39,8933461571739,Son Kem Lì Merzy 50g,Makeup,193000,116000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
40,8937995635318,Nước Tẩy Trang Vichy Hộp 3 cái,Skincare,0,0.0,https://images.unsplash.com/photo-1608248597481-496100c8c836?w=500&auto=format&fit=crop&q=60,"Nước tẩy trang làm sạch sâu, dịu nhẹ cho mọi loại da. Hàng chính hãng phân phối tại Guardian Việt Nam."
41,8932411241272,Viên Uống Dầu Cá Fish Oil DHC 50g,Health & Wellness,408000,245000.0,https://images.unsplash.com/photo-1611926653458-09294b3142bf?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
42,8932648704946,Viên Uống Vitamin C Optimum Nutrition 200ml,Health & Wellness,409000,245000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,Tăng cường hệ miễn dịch và dưỡng sáng da từ bên trong. Hàng chính hãng phân phối tại Guardian Việt Nam.
43,8933428013876,Nước Tẩy Trang Innisfree Hộp 3 cái,Skincare,0,0.0,https://images.unsplash.com/photo-1608248597481-496100c8c836?w=500&auto=format&fit=crop&q=60,"Nước tẩy trang làm sạch sâu, dịu nhẹ cho mọi loại da. Hàng chính hãng phân phối tại Guardian Việt Nam."
44,8935033349111,Bao Cao Su Strepsils 50g,Health & Wellness,130000,78000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Sản phẩm hỗ trợ tình dục an toàn và thăng hoa. Hàng chính hãng phân phối tại Guardian Việt Nam.
45,8933476490780,Son Kem Lì Black Rouge 150ml,Makeup,316000,190000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
46,8936366941188,Bao Cao Su Kirkland Signature Hộp 3 cái,Health & Wellness,65000,39000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Sản phẩm hỗ trợ tình dục an toàn và thăng hoa. Hàng chính hãng phân phối tại Guardian Việt Nam.
47,8936165926614,Kẹo Ngậm Đau Họng Panadol 60 viên,Health & Wellness,18000,11000.0,https://images.unsplash.com/photo-1550572017-edd951b55104?w=500&auto=format&fit=crop&q=60,"Làm dịu cổ họng, giảm ho và ngứa rát tức thì. Hàng chính hãng phân phối tại Guardian Việt Nam."
48,8936572934172,Lăn Khử Mùi TRESemme 50g,Personal Care,57000,34000.0,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
49,8934851017493,Kem Chống Nắng Eucerin 30g,Skincare,536000,322000.0,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=500&auto=format&fit=crop&q=60,Kem chống nắng bảo vệ da tối ưu dưới ánh nắng mặt trời. Hàng chính hãng phân phối tại Guardian Việt Nam.
50,8934124620955,Kem Nền Liquid Foundation L'Oreal Paris 150ml,Makeup,295000,177000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,"Kem nền che khuyết điểm hoàn hảo, mỏng nhẹ tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam."
51,8938728399927,Bao Cao Su DHC 60 viên,Health & Wellness,67000,40000.0,https://images.unsplash.com/photo-1611926653458-09294b3142bf?w=500&auto=format&fit=crop&q=60,Sản phẩm hỗ trợ tình dục an toàn và thăng hoa. Hàng chính hãng phân phối tại Guardian Việt Nam.
52,8935995946526,Kẹo Ngậm Đau Họng Durex Hộp 3 cái,Health & Wellness,22000,13000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,"Làm dịu cổ họng, giảm ho và ngứa rát tức thì. Hàng chính hãng phân phối tại Guardian Việt Nam."
53,8934443928404,Lăn Khử Mùi Head & Shoulders 30g,Personal Care,79000,47000.0,https://images.unsplash.com/photo-1616683693504-3ea7e9ad6fec?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
54,8933768151184,Nước Hoa Hồng Tonic Eucerin Hộp 3 cái,Skincare,291000,175000.0,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?w=500&auto=format&fit=crop&q=60,Nước cân bằng pH và làm sạch nhẹ nhàng sau khi rửa mặt. Hàng chính hãng phân phối tại Guardian Việt Nam.
55,8933975245089,Viên Uống Sáng Da Collagen Nature's Way 50ml,Health & Wellness,835000,501000.0,https://images.unsplash.com/photo-1550572017-edd951b55104?w=500&auto=format&fit=crop&q=60,Bổ sung collagen giúp chống lão hóa và săn chắc da. Hàng chính hãng phân phối tại Guardian Việt Nam.
56,8933640270118,Sữa Tắm Dưỡng Ẩm Pantene Hộp 3 cái,Personal Care,180000,108000.0,https://images.unsplash.com/photo-1540555700478-4be289fbecef?w=500&auto=format&fit=crop&q=60,Sữa tắm làm sạch cơ thể và bổ sung dưỡng chất dưỡng ẩm. Hàng chính hãng phân phối tại Guardian Việt Nam.
57,8931115931953,Son Kem Lì L'Oreal Paris 500ml,Makeup,187000,112000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
58,8936888718985,Phấn Má Hồng Blush Estee Lauder 50ml,Makeup,185000,111000.0,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=500&auto=format&fit=crop&q=60,Phấn má hồng mang lại đôi má ửng hồng tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam.
59,8935111312907,Serum Dưỡng Chất Cosrx Hộp 10 cái,Skincare,389000,233000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Tinh chất dưỡng da chuyên sâu giúp cải thiện các vấn đề về da. Hàng chính hãng phân phối tại Guardian Việt Nam.
60,8939239231263,Nước Hoa Hồng Tonic Eucerin 30 viên,Skincare,140000,84000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Nước cân bằng pH và làm sạch nhẹ nhàng sau khi rửa mặt. Hàng chính hãng phân phối tại Guardian Việt Nam.
61,8939551842697,Sữa Rửa Mặt CeraVe 120 viên,Skincare,235000,141000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Sữa rửa mặt tạo bọt mịn giúp làm sạch bụi bẩn và bã nhờn. Hàng chính hãng phân phối tại Guardian Việt Nam.
62,8935226557675,Viên Uống Vitamin C Panadol 100ml,Health & Wellness,367000,220000.0,https://images.unsplash.com/photo-1550572017-edd951b55104?w=500&auto=format&fit=crop&q=60,Tăng cường hệ miễn dịch và dưỡng sáng da từ bên trong. Hàng chính hãng phân phối tại Guardian Việt Nam.
63,8938182096790,Phấn Phủ Dạng Bột 3CE 50g,Makeup,170000,102000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Phấn phủ kiềm dầu hiệu quả, giữ lớp trang điểm lâu trôi. Hàng chính hãng phân phối tại Guardian Việt Nam."
64,8938265960895,Kem Đánh Răng Rexona 100g,Personal Care,56000,34000.0,https://images.unsplash.com/photo-1607006342411-9a90fb38ba796?w=500&auto=format&fit=crop&q=60,Kem đánh răng giúp răng trắng sáng và hơi thở thơm mát. Hàng chính hãng phân phối tại Guardian Việt Nam.
65,8937523343838,Nước Hoa Hồng Tonic Eucerin 150ml,Skincare,318000,191000.0,https://images.unsplash.com/photo-1601049541289-9b1b7bbbfe19?w=500&auto=format&fit=crop&q=60,Nước cân bằng pH và làm sạch nhẹ nhàng sau khi rửa mặt. Hàng chính hãng phân phối tại Guardian Việt Nam.
66,8931172959631,Bao Cao Su Blackmores 50g,Health & Wellness,201000,121000.0,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=500&auto=format&fit=crop&q=60,Sản phẩm hỗ trợ tình dục an toàn và thăng hoa. Hàng chính hãng phân phối tại Guardian Việt Nam.
67,8934897861036,Kem Nền Liquid Foundation Estee Lauder 60 viên,Makeup,258000,155000.0,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=500&auto=format&fit=crop&q=60,"Kem nền che khuyết điểm hoàn hảo, mỏng nhẹ tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam."
68,8938214236910,Lăn Khử Mùi Sensodyne Hộp 10 cái,Personal Care,78000,47000.0,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
69,8933586812250,Kẻ Mắt Nước Eyeliner MAC 30 viên,Makeup,262000,157000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Bút kẻ mắt nước sắc mảnh, dễ vẽ cho đôi mắt cuốn hút. Hàng chính hãng phân phối tại Guardian Việt Nam."
70,8939187240102,Kem Dưỡng Ẩm Klairs Hộp 3 cái,Skincare,671000,403000.0,https://images.unsplash.com/photo-1608248597481-496100c8c836?w=500&auto=format&fit=crop&q=60,Kem dưỡng ẩm cung cấp độ ẩm cần thiết giúp da luôn mịn màng. Hàng chính hãng phân phối tại Guardian Việt Nam.
71,8934138459602,Son Kem Lì Black Rouge 500ml,Makeup,443000,266000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
72,8932164871207,Mascara Dài Mi Black Rouge 50ml,Makeup,319000,191000.0,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=60,"Mascara làm dày và dài mi, chống trôi nước. Hàng chính hãng phân phối tại Guardian Việt Nam."
73,8933206496938,Kem Dưỡng Ẩm Some By Mi 60 viên,Skincare,516000,310000.0,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?w=500&auto=format&fit=crop&q=60,Kem dưỡng ẩm cung cấp độ ẩm cần thiết giúp da luôn mịn màng. Hàng chính hãng phân phối tại Guardian Việt Nam.
74,8937390637573,Lăn Khử Mùi Sensodyne 100ml,Personal Care,114000,68000.0,https://images.unsplash.com/photo-1607006342411-9a90fb38ba796?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
75,8931386667544,Bao Cao Su Strepsils 30 viên,Health & Wellness,187000,112000.0,https://images.unsplash.com/photo-1550572017-edd951b55104?w=500&auto=format&fit=crop&q=60,Sản phẩm hỗ trợ tình dục an toàn và thăng hoa. Hàng chính hãng phân phối tại Guardian Việt Nam.
76,8934175955877,Lăn Khử Mùi Lifebuoy 100g,Personal Care,62000,37000.0,https://images.unsplash.com/photo-1607006342411-9a90fb38ba796?w=500&auto=format&fit=crop&q=60,Lăn khử mùi giữ vùng dưới cánh tay khô thoáng suốt 48h. Hàng chính hãng phân phối tại Guardian Việt Nam.
77,8933461562621,Kem Nền Liquid Foundation Focallure 50ml,Makeup,349000,209000.0,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=500&auto=format&fit=crop&q=60,"Kem nền che khuyết điểm hoàn hảo, mỏng nhẹ tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam."
78,8938055557274,Kem Đánh Răng Sensodyne 100g,Personal Care,142000,85000.0,https://images.unsplash.com/photo-1540555700478-4be289fbecef?w=500&auto=format&fit=crop&q=60,Kem đánh răng giúp răng trắng sáng và hơi thở thơm mát. Hàng chính hãng phân phối tại Guardian Việt Nam.
79,8932491256524,Viên Uống Dầu Cá Fish Oil Salonpas 100ml,Health & Wellness,505000,303000.0,https://images.unsplash.com/photo-1471864190281-a93a3070b6de?w=500&auto=format&fit=crop&q=60,Bổ sung Omega-3 hỗ trợ sức khỏe tim mạch và trí não. Hàng chính hãng phân phối tại Guardian Việt Nam.
80,8938847127050,Phấn Phủ Dạng Bột MAC 120 viên,Makeup,417000,250000.0,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=60,"Phấn phủ kiềm dầu hiệu quả, giữ lớp trang điểm lâu trôi. Hàng chính hãng phân phối tại Guardian Việt Nam."
81,8939608587496,Sữa Rửa Mặt Innisfree 50ml,Skincare,255000,153000.0,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=500&auto=format&fit=crop&q=60,Sữa rửa mặt tạo bọt mịn giúp làm sạch bụi bẩn và bã nhờn. Hàng chính hãng phân phối tại Guardian Việt Nam.
82,8933465495000,Kem Chống Nắng Bioderma 100g,Skincare,324000,194000.0,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=500&auto=format&fit=crop&q=60,Kem chống nắng bảo vệ da tối ưu dưới ánh nắng mặt trời. Hàng chính hãng phân phối tại Guardian Việt Nam.
83,8932896340644,Kem Nền Liquid Foundation Lemonade Hộp 10 cái,Makeup,404000,242000.0,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=60,"Kem nền che khuyết điểm hoàn hảo, mỏng nhẹ tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam."
84,8930574238856,Mascara Dài Mi L'Oreal Paris Hộp 10 cái,Makeup,294000,176000.0,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=60,"Mascara làm dày và dài mi, chống trôi nước. Hàng chính hãng phân phối tại Guardian Việt Nam."
85,8938628950907,Dầu Xả Phục Hồi Nivea 60 viên,Personal Care,277000,166000.0,https://images.unsplash.com/photo-1616683693504-3ea7e9ad6fec?w=500&auto=format&fit=crop&q=60,Dầu xả phục hồi tóc hư tổn từ sâu bên trong. Hàng chính hãng phân phối tại Guardian Việt Nam.
86,8931499825084,Kem Chống Nắng Innisfree 200ml,Skincare,165000,99000.0,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=500&auto=format&fit=crop&q=60,Kem chống nắng bảo vệ da tối ưu dưới ánh nắng mặt trời. Hàng chính hãng phân phối tại Guardian Việt Nam.
87,8930609069134,Phấn Má Hồng Blush 3CE 200ml,Makeup,138000,83000.0,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?w=500&auto=format&fit=crop&q=60,Phấn má hồng mang lại đôi má ửng hồng tự nhiên. Hàng chính hãng phân phối tại Guardian Việt Nam.
88,8939551512293,Son Kem Lì Focallure 100g,Makeup,277000,166000.0,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=60,"Son kem lì mềm mịn, lâu trôi và lên màu chuẩn. Hàng chính hãng phân phối tại Guardian Việt Nam."
89,8930175096176,Dầu Xả Phục Hồi Lifebuoy 100ml,Personal Care,93000,56000.0,https://images.unsplash.com/photo-1607006342411-9a90fb38ba796?w=500&auto=format&fit=crop&q=60,Dầu xả phục hồi tóc hư tổn từ sâu bên trong. Hàng chính hãng phân phối tại Guardian Việt Nam.
